id	genre
GKixw9EdmwXDcxk1	['rock', 'polish rock', 'alternative rock', 'post punk', 'hard rock']
GLDZIMHKJSEnN9M3	['pop', 'eurovision', 'disco', 'rock', 'uk pop', 'eurodance', 'rock and roll', 'dance pop']
GLHpznqlcD1XBs9E	['rock']
GLMb98xm0bVFx6fK	['pop']
GLr9oAVhIAJ6poD8	['pop', 'pop rock', 'soft rock', 'electronica', 'rock', 'dance pop']
GMg7b8qQiTzyF2Ry	['alternative rock', 'indie rock', 'singer songwriter', 'folk rock']
GNZo57bkYjl49DP7	['indie rock', 'noise pop']
GNp8wUZ0nAzIFSXj	['spanish rock', 'pop', 'rock', 'alternative rock', 'ambient', 'experimental', 'noise pop', 'avant garde']
GP7ancyZ5J71quAu	['progressive rock', 'experimental', 'rock', 'alternative rock', 'experimental rock', 'psychedelic rock', 'progressive metal', 'hard rock', 'avant garde', 'metal', 'post hardcore', 'pop', 'hardcore', 'ambient', 'latin', 'art rock', 'space rock', 'jazz rock', 'noise', 'classic rock', 'metalcore', 'punk', 'grunge', 'indie rock', 'post rock', 'dub', 'stoner rock', 'industrial', 'new wave', 'britpop', 'jazz fusion', 'screamo']
GPWFrxLkmmzBJyWy	['gothic metal', 'metal', 'doom metal', 'symphonic metal', 'gothic rock', 'industrial metal', 'avant garde', 'progressive metal', 'melodic metal']
GPYSBn9yPulH98cZ	['alternative rock', 'rock', 'emo', 'space rock', 'soundtrack', 'pop punk', 'punk', 'progressive rock', 'pop rock', 'pop', 'experimental', 'indie rock', 'britpop']
GPgGEwhEmHNCuU7l	['pop']
GQEMVg0MZ4lgycry	['pop', 'rock', 'mpb', 'pop rock', 'rock nacional', 'brazilian rock']
GQHbgG7YXNRBiAAa	['progressive rock', 'art rock', 'rock', 'classic rock', 'medieval', 'experimental', 'psychedelic rock', 'symphonic rock', 'jazz', 'pop', 'experimental rock', 'jazz fusion', 'avant garde', 'jazz rock', 'canterbury scene']
GQN0v6pQ5anL2SCW	['singer songwriter', 'pop', 'rock', 'indie rock', 'indie pop', 'britpop', 'folk', 'soul', 'alternative rock', 'pop rock', 'funk', 'jazz', 'soft rock', 'disco', 'metal', 'emo', 'downtempo', 'motown', 'rhythm and blues', 'acoustic rock']
GR1GH1ei44Csdz8t	['soul', 'jazz', 'neo soul', 'hip hop', 'r b', 'pop soul']
GR2uTOMOzmHtj46o	['hardcore', 'emo', 'screamo', 'post hardcore', 'emocore']
GRToml1XInmt6C2K	['k pop', 'k indie']
GRYChZ8Nk6vbDgDa	['riot grrrl', 'electroclash', 'electronica', 'punk', 'indie rock', 'rock', 'new wave', 'electropop', 'alternative rock', 'indie pop', 'electro', 'post punk', 'lo fi', 'indietronica', 'queercore', 'alternative dance', 'dance punk']
GRlCQYNd17jNgAtf	['pop', 'teen pop', 'electropop', 'world', 'dance pop', 'nu disco']
GSH7nZa1jgQHtYra	['neofolk', 'folk', 'dark folk', 'martial industrial', 'rock', 'singer songwriter', 'dark ambient']
GShEFugbakfNllfR	['rock', 'alternative rock', 'experimental rock', 'drum and bass', 'industrial rock', 'classic rock', 'pop', 'techno', 'dance rock', 'post rock', 'progressive rock', 'electro', 'industrial', 'house', 'art rock', 'glam rock', 'alternative dance', 'electronic rock']
GTZ9KwLu7xO79fkt	['soul', 'vocal jazz']
GTnBA4PZ8jvjxRwZ	['pop', 'synthpop', 'punk', 'indie pop', 'singer songwriter']
GTpKGQ9ylLb4yJzr	['pop', 'soul', 'motown', 'rhythm and blues']
GU6HWMe00kJEEpRy	['deathcore', 'progressive deathcore', 'metalcore', 'emocore', 'electronica', 'grindcore', 'death metal', 'symphonic metal', 'deathgrind', 'cybergrind', 'brutal deathcore', 'technical deathcore']
GUG61UArVKNryrJn	['indie rock']
GVq9iPSKr4l5IY8O	['pop', 'rock', 'folk', 'celtic', 'irish pop', 'pop rock', 'easy listening', 'folk rock', 'folk pop', 'pop romantico']
GVyOXZMK7NtsjN3Y	['soundtrack', 'pop']
GWAl90817S41DCrs	['metalcore', 'metal', 'melodic death metal', 'hardcore', 'rock', 'melodic metalcore']
GWbE2lGAf2GaCgzy	['ambient', 'experimental', 'classic rock', 'pop', 'progressive rock', 'experimental rock', 'art rock', 'singer songwriter', 'post rock', 'glam rock', 'electronic rock']
GWcsl5QCs9jTMSRe	['power pop']
GWg44HAeozNMEqqw	['pop', 'eurodance', 'techno', 'europop', 'rock', 'disco', 'reggae', 'electronica', 'electro', 'dance pop', 'rap', 'funk', 'swedish pop']
GWisQ5MZSM6KlrJr	['indie rock', 'rock', 'alternative rock', 'pop rock', 'post punk']
GX2ioTwjLPBWPFwA	['pop', 'country', 'singer songwriter']
GXgauGzvjSHB97eK	['pop', 'eurodance']
GXiTq9juR8czs2jb	['funk', 'house', 'r b']
GXnqYZQ6J1qtsoxL	['alternative rock', 'pop punk']
GY25og83Ng5O9s75	['electronica', 'ambient', 'downtempo', 'trip hop', 'lounge', 'electro', 'pop', 'house', 'electropop', 'synthpop', 'chill out', 'easy listening', 'techno', 'indietronica']
GY41etRrxcHlUA4B	['indie pop', 'pop', 'neo soul', 'rock', 'soul', 'alternative rock', 'happy hardcore']
GYBAiYx6amR0tATD	['math rock', 'indie rock', 'britpop']
GYIktBjq4lyMMevu	['indie rock', 'rock', 'modern rock', 'alternative rock', 'pop', 'power pop', 'britpop', 'art rock', 'post rock', 'dance rock']
GYOmFpphNqfLeNos	['new jack swing', 'pop', 'funk', 'soul', 'disco', 'boogie', 'classic soul']
GYpzrG9NDVVuyUUu	['classic rock', 'rock', 'soft rock', 'pop', 'hard rock', 'easy listening', 'pop rock', 'soundtrack', 'funk', 'metal']
Ga3imEdMN9iK8OIn	['post punk', 'indie rock', 'dance punk', 'electronica', 'alternative rock', 'experimental', 'british invasion']
GaCToBXs3310BQ1L	['hip hop', 'rap', 'trap']
GaFQseLxwEP87LsS	['rock']
GakjTglE4MvniMhb	['classic rock', 'rock', 'halloween', 'blues', 'hard rock', 'blues rock', 'funk rock']
GasaPmY5bx3BKF1P	['alternative rock', 'pop', 'rock', 'indie pop', 'power pop', 'new wave', 'geek rock']
GbRrlvJrPk8YiM9J	['pop', 'k pop', 'girl group', 'korean pop']
GbVcaSJnFaQncigl	['britpop', 'rock', 'alternative rock', 'pop', 'indie rock', 'indie pop', 'electronica', 'hardcore', 'power pop', 'progressive rock', 'pop rock', 'alternative dance', 'nu metal', 'soundtrack', 'trance', 'punk', 'blues', 'shoegaze']
GbmXX6v70dK9SXjr	['skate punk', 'rock', 'pop', 'alternative rock', 'power pop', 'pop rock', 'pop punk']
Gc1e3X34WPlgPUNM	['rock', 'britpop', 'alternative rock', 'pop', 'singer songwriter', 'lo fi', 'indie pop', 'indie rock', 'power pop', 'pop rock', 'noise pop']
GcvH7IbDY63Q73Dr	['synthpop', 'glitch hop', 'experimental', 'indie pop', 'glitch', 'chillwave', 'glitch pop', 'pop', 'electro', 'new wave', 'indietronica', 'pop rock', 'trap', 'witch house']
GdQfL2mdoNVpPFuJ	['new wave', 'pop', 'synthpop', 'new romantic', 'pop rock']
GdSS300UPtF6HhLu	['hip hop', 'emo', 'rap', 'acoustic pop']
GdW0dqJ7HV7iQrRx	['ska', 'reggae', 'rock', 'ska punk', 'punk', 'alternative rock', 'dub', 'reggae rock', 'surf music', 'grunge', 'reggae fusion', 'classic rock']
GddK8LQBEw2fONPa	['bossa nova', 'mpb']
GeUoZ0JH69p2eziP	['alternative rock', 'rock', 'emo', 'indie rock', 'pop punk', 'pop', 'soft rock']
GeZtaQuAP0EniTEC	['latin', 'pop', 'rock en espanol', 'rock', 'singer songwriter', 'indie rock', 'cumbia', 'latin rock', 'latin alternative', 'accordion']
GecDfHN4MDWrms80	['indie rock', 'indie pop', 'alternative rock', 'emo', 'rock', 'indie emo', 'easy listening', 'quiet storm', 'piano rock']
GemduM5CQ5B8cMwa	['power metal', 'metal', 'melodic metal', 'swedish metal', 'rock', 'speed metal']
Gf8FbJCV0kRCoIAH	['rock', 'pop', 'singer songwriter', 'britpop']
GfMGoGOB6cEqnGiy	['symphonic metal', 'metal', 'gothic metal']
GfMSiyCJDknx9tk9	['britpop', 'rock', 'alternative rock', 'indie rock', 'pop', 'rock and roll', 'classic rock', 'punk', 'metal', 'pop rock', 'garage rock', 'glam rock', 'soundtrack', 'soft rock']
GfX4TbSSXDPkcD1R	['indie pop', 'twee pop', 'jangle pop', 'dream pop', 'c86']
Gfu0XHp0K4it8ckL	['alternative rock', 'rock', 'hard rock', 'post grunge', 'southern rock']
GgnsXtgBeLYBqYUe	['experimental', 'art pop', 'electropop', 'chamber pop', 'experimental pop', 'synthpop']
Gh4XHTuCdfXt0kB7	['chamber pop', 'art pop', 'art rock', 'baroque pop']
Gh4yUdMJrPrPAJjb	['neo soul', 'rap', 'hip hop', 'soul', 'rhythm and blues', 'boom bap', 'east coast hip hop', 'conscious hip hop']
GhdADIQ07T2m7kaZ	['grunge', 'alternative rock', 'rock', 'punk', 'emo', 'hard rock']
Gi7EvpXB8v5yFFgI	['classic rock', 'rock', 'southern rock', 'pop', 'hard rock', 'singer songwriter', 'blues']
Gi9mHOtYqqhBKAlq	['metal', 'thrash metal', 'rock', 'hard rock', 'speed metal', 'classic rock', 'grunge', 'alternative rock', 'melodic death metal', 'power metal']
GifXbZShmflWOosN	['singer songwriter', 'dream pop']
GiqN85i59Uo2EKL2	['metalcore', 'metal', 'hardcore', 'melodic death metal']
Giqjy1Hd9MlUj0Hu	['mathcore', 'progressive metal', 'metalcore', 'progressive metalcore', 'post hardcore', 'experimental', 'punk', 'power metal', 'avant garde metal', 'melodic metalcore']
Giw9rlX7prEfgzgu	['rock', 'alternative rock', 'progressive rock', 'indie rock', 'experimental', 'britpop', 'electronic rock', 'space rock', 'soundtrack', 'hard rock', 'art rock']
GixbKvhxrplnGJLx	['shoegaze']
GjGJvKqFeeRyqG4F	['pop rock', 'pop']
GjIaZcckFpTQqF8N	['indie rock', 'rock', 'folk rock', 'soundtrack', 'alternative country']
GjSyxo6GbbFtReRV	['pop nacional']
GjdDqcdpz7kX85kl	['country', 'folk', 'singer songwriter', 'soundtrack', 'easy listening', 'pop', 'rock', 'soft rock', 'outlaw country']
GkOMft3rbcx5UmHt	['pop', 'mexican pop', 'colombian pop', 'latin', 'latin pop']
GkQ1I5t5KoCwWu8W	['pop', 'french pop', 'bassline', 'chanson', 'rock', 'new jack swing']
GlCxKUq2124zirRO	['progressive death metal', 'progressive metal', 'death metal', 'groove metal', 'metal', 'technical death metal', 'melodic death metal', 'thrash metal']
GlYslBKVrU42Fiib	['electropop', 'art pop']
Gmc3nbOvRXpjgNAH	['hard rock', 'stoner rock']
GnbHzdgMLjLe69Wj	['trap', 'future garage', 'future bass']
Go15EbiCsSSqRnTD	['experimental', 'pop', 'indie pop', 'synthpop', 'electropop', 'easy listening', 'indietronica', 'experimental pop', 'dream pop', 'singer songwriter', 'trap']
GoBCDtXE9xxfV4IP	['mpb', 'samba rock', 'samba', 'brega']
Gp12UXU2gYdzes3O	['bossa nova', 'jazz', 'chanson', 'pop', 'easy listening', 'french pop', 'world', 'latin']
GpPXb57QWjPsbmfl	['drum and bass', 'electronica', 'dubstep', 'dub', 'neurofunk', 'synthpop']
Gr9cUZr2UxOxVXrj	['alternative rock', 'rock', 'grunge', 'indie rock', 'hard rock', 'healing', 'ambient', 'jangle pop', 'swing', 'dream pop']
GrSME2dBdX6CISeo	['rock', 'pop', 'french rock', 'emo', 'singer songwriter', 'pop rock', 'nouvelle chanson francaise']
Grh79mjaokNsoY2U	['soul', 'psychedelic soul']
GriHojNojbvSzN7N	['rock', 'new wave', 'post punk', 'rain', 'pop', 'britpop', 'alternative rock', 'indie pop', 'indie rock', 'classic rock', 'alternative pop rock']
Gs3CHsgYoCggyISH	['folk', 'medieval', 'early music', 'folk rock', 'folk metal', 'hurdy gurdy', 'rock', 'contemporary folk', 'choral', 'world', 'new age', 'neofolk', 'medieval folk', 'nordic folk']
Gs46ohPF091Z2sqe	['synthpop', 'electronica', 'electro', 'techno', 'krautrock', 'industrial', 'experimental', 'pop', 'new wave', 'avant garde', 'house', 'ebm', 'synthesizer', 'proto techno']
GsS3uiZvZoH8ARUT	['eurovision']
GsiqvJ44SRjwFfCd	['reggaeton', 'pop', 'latin', 'latin pop']
GsoigemhOI9q2FmI	['pop', 'singer songwriter', 'dubstep']
Gt8KiaSXiSiGNLUg	['alternative rock', 'post hardcore']
GtDftmP0Fq5ueCh0	['chanson', 'soundtrack', 'pop', 'easy listening', 'lounge', 'sleep']
Gth03dpW3NAXMb65	['big beat', 'electronica', 'house', 'breakbeat', 'ambient', 'electro', 'techno', 'trance', 'funky breaks', 'funk', 'trip hop', 'rock', 'downtempo', 'noise', 'pop', 'electroclash', 'easy listening', 'lounge', 'drum and bass', 'jungle', 'breaks', 'beats', 'progressive house']
GuH9cRalvkhXvmaZ	['rock', 'pop', 'alternative rock', 'soundtrack', 'easy listening', 'orchestra', 'christian rock']
GuPmmz65IaZsu14K	['emo', 'midwest emo', 'punk', 'indie rock', 'art rock', 'pop punk', 'post hardcore']
GuUaZTQuJtaRj8e0	['folk', 'singer songwriter', 'rain', 'easy listening', 'pop', 'soundtrack', 'rock', 'folk rock', 'indie folk', 'chill out']
Gv7u3I8Kb160nFJC	['alternative rock', 'rock', 'indie rock', 'post punk', 'folk rock']
GvR3ihpANzPFUV9q	['rock', 'alternative rock', 'singer songwriter', 'pop', 'indie rock', 'hard rock', 'acoustic rock']
Gvab8XyUte35lD6P	['soul', 'singer songwriter']
GvcGBHF0XMXHenS9	['afrobeat', 'jazz', 'funk', 'world', 'jazz funk', 'pop', 'downtempo', 'jazz fusion', 'water', 'cool jazz']
Gw08kTvWmOgb8Qbn	['pop', 'soul', 'singer songwriter', 'r b', 'neo soul']
GwO4jQ8fWWKnH56l	['pop', 'latin', 'soundtrack', 'spanish pop', 'bachata', 'romantico']
Gwia18hvci0LLgtx	['indie rock', 'indie pop', 'rock', 'pop', 'new wave', 'easy listening']
GwkXEyJ6LIZ5n9La	['rock', 'alternative rock', 'britpop', 'soft rock', 'pop', 'pop rock', 'classic rock', 'indie rock', 'new age', 'alternative pop', 'celtic', 'celtic rock', 'emo', 'dream pop', 'irish rock', 'folk', 'folk rock', 'jangle pop', 'pop folk']
GwquXWElKl9hkMiW	['rock', 'alternative rock']
GwriOU6L2hEe3Hin	['indie rock', 'rock', 'alternative rock', 'pop', 'singer songwriter', 'indie pop', 'soft rock', 'easy listening', 'choral', 'ambient', 'downtempo', 'pop rock', 'trip hop']
GxLaAjrO4k1TGnpU	['classic rock', 'progressive rock', 'rock', 'hard rock', 'symphonic rock', 'folk rock', 'folk', 'album rock', 'soft rock', 'metal', 'easy listening', 'violin', 'art rock', 'glam metal']
Gxp7i2NJf4ROyWRI	['pop', 'indie pop', 'indie rock', 'post punk', 'rock', 'alternative rock', 'easy listening']
Gxz7sH11y29Xfe7i	['new wave', 'post punk', 'rock', 'sleep']
GyqCH8loNjnRjawN	['nu metal', 'alternative metal', 'metal', 'rock', 'alternative rock', 'industrial metal']
Gz2F0AG11jhpgQHr	['metal', 'doom metal']
H0kTEL6UKo8cmgO5	['indietronica', 'synthpop', 'pop', 'rock', 'alternative rock', 'electropop', 'indie pop', 'alternative pop', 'nu disco']
H12LNbCSssH1gSuL	['bachata', 'latin', 'salsa']
H1Dp9iJ9WghnUbzo	['pop', 'soul', 'r b', 'easy listening', 'britpop']
H1ZXdn6KN5IHpklK	['eurovision', 'electropop', 'indie pop', 'singer songwriter']
H1bM3eivsnVL3oO0	['rock', 'alternative rock', 'pop punk', 'punk', 'pop rock', 'pop', 'power pop', 'post grunge', 'hard rock', 'emo', 'anthem', 'grunge', 'post punk', 'ska']
H1ntup2JLGwrttDx	['dream pop', 'shoegaze', 'post punk', 'rock', 'ambient', 'ambient pop']
H25cgmv5L3hoHYnR	['rap', 'hip hop', 'emo']
H2N92KRKLeMAnrya	['rock', 'experimental', 'lo fi']
H2Wwe2mTxou841Vx	['folk', 'folk rock', 'classic rock', 'pop', 'rock', 'singer songwriter', 'folk pop', 'pop rock', 'blues', 'psychedelic folk']
H2XKil402Iyl8Gnk	['rock', 'piano rock']
H2YkL2APQ7R3emwZ	['trip hop', 'electronica', 'downtempo', 'ambient', 'experimental', 'alternative rock', 'dub', 'electro', 'chill out', 'lounge', 'trance', 'pop', 'rock', 'techno', 'beats']
H2YvsQ7to0xyZDDL	['synthpop', 'new wave', 'pop']
H2gelsotmlTqujBV	['singer songwriter', 'rock', 'pop', 'chill out', 'indie rock', 'jazz', 'folk', 'experimental', 'indie pop', 'blues', 'baroque', 'chanson', 'britpop', 'baroque pop', 'cabaret']
H2mPK0g7i8dZEWDy	['pop', 'rock', 'singer songwriter', 'folk pop', 'psychedelic rock', 'rock and roll']
H3JXusmIoxLbraBF	['indie rock', 'alternative rock', 'rock', 'grunge', 'pop', 'hard rock', 'post punk']
H3uryo1FKi4ygpLY	['soul', 'southern soul']
H4CkCN49JeJ5sDDf	['soundtrack', 'hip hop', 'pop', 'r b', 'dance pop']
H4Rn7gxuv0sJFBsy	['pop punk', 'rock', 'alternative rock', 'punk', 'hard rock', 'pop rock', 'garage rock']
H4uoPjfPkWVxT2X0	['dream pop', 'electropop']
H5EeKULbGQdMOQPT	['hard rock', 'classic rock', 'rock', 'metal', 'glam metal', 'melodic hard rock']
H5NawoGCVfzI8rKs	['post punk', 'gothic rock', 'new wave', 'rock', 'dark wave', 'punk', 'alternative rock', 'industrial', 'dark ambient', 'halloween', 'indie rock', 'horror punk']
H5k2E6IhGaUcoTqK	['folk', 'singer songwriter', 'pop', 'rock', 'dream pop']
H62w9SZIubHhaxxu	['post punk', 'new wave', 'rock', 'alternative rock', 'baroque', 'pop', 'punk', 'pop rock']
H6x6AbA1qv5rLpFI	['black metal', 'metal', 'melodic black metal', 'swedish black metal']
H7M63BTs2caxHLmu	['metal', 'doom metal', 'gothic metal', 'death metal', 'melodic death metal', 'pop', 'rock', 'emo', 'easy listening', 'new age', 'comedy', 'anime', 'j rock', 'parody', 'j pop', 'halloween', 'visual kei', 'brutal death metal', 'post metal', 'doujin']
H88BIGdhTNlIBTJO	['punk', 'alternative rock', 'rock', 'hard rock', 'melodic hardcore']
H8KEhKPRglBtEYwb	['lounge']
H8XQNgGU44rJIYDx	['folk', 'experimental', 'freak folk']
H9UigE72iHKkRNpk	['trova', 'jazz', 'pop', 'singer songwriter']
H9UuBDfK0dDViQia	['indie rock', 'rock', 'indie pop', 'lo fi', 'alternative rock', 'power pop', 'pop rock', 'alternative pop']
H9W4aMDnrnAbCyLu	['pop rock', 'rock', 'pop', 'pop punk', 'alternative rock', 'soft rock', 'indie rock', 'singer songwriter', 'world', 'acoustic rock', 'country', 'punk', 'indie pop', 'canadian rock', 'canadian pop']
H9d8vL3SJKvo8bcX	['dream pop']
H9krdY6rFJl4VYVR	['rap', 'west coast rap', 'soundtrack']
HA7XNWwLQZuF6Hjc	['electropop', 'dance pop', 'tropical house']
HAyKV0B6Ty1rA6e4	['rock', 'singer songwriter', 'dream pop', 'folk rock', 'indie folk', 'art pop']
HB7ak9mbU467VZzI	['rock', 'alternative rock', 'indie rock']
HBeK1uQ46cJLGak4	['metalcore', 'progressive metal', 'mathcore', 'progressive metalcore', 'hardcore', 'metal', 'progressive death metal', 'deathcore', 'death metal', 'jazzcore', 'rock', 'experimental', 'melodic death metal', 'technical death metal', 'progressive deathcore', 'melodic deathcore']
HC6CfbarKJOvaP47	['alternative rock', 'rock', 'punk', 'experimental', 'noise rock', 'surf music', 'hard rock', 'psychedelic rock', 'roots reggae']
HCrSHg7qrk45Nst4	['pop punk', 'punk', 'rock', 'emo', 'alternative rock', 'punk n roll']
HDW2J6S3AJfyuQ1y	['indie pop']
HDZjXbWKOnIFekKa	['rock', 'indie rock', 'indie pop', 'twee pop', 'sleep']
HDf8exjRtFhRM2K1	['new wave', 'post punk', 'rock', 'alternative rock', 'gothic rock', 'dark wave', 'punk', 'world', 'electronica', 'trip hop', 'ambient', 'singer songwriter', 'progressive rock', 'neo psychedelic']
HEZ6nrxNMtzSQgKz	['indie pop', 'pop', 'folk', 'rock', 'singer songwriter', 'baroque pop', 'indie rock', 'soundtrack', 'country', 'experimental', 'twee pop', 'doom metal', 'lo fi', 'indie folk', 'alternative country']
HFlSLHdjEjzkDJgu	['nu metal', 'metal', 'alternative metal', 'rock', 'alternative rock', 'rap metal', 'melodic hard rock', 'funk metal', 'groove metal', 'hip hop', 'grunge', 'hard rock', 'progressive rock', 'industrial', 'funk', 'death metal', 'post grunge', 'funk rock', 'brutal death metal', 'rap rock', 'alternative hip hop']
HGcOj4MaxJQoqq9m	['new age', 'ambient', 'electronica', 'downtempo', 'pop', 'soundtrack', 'trance', 'trip hop', 'experimental', 'house', 'hip hop', 'electro', 'easy listening', 'medieval', 'meditation', 'vocal trance', 'ambient techno', 'steampunk']
HH3vmubzJlTrD8lt	['samba', 'mpb', 'bossa nova', 'latin', 'soundtrack', 'classical', 'lo fi', 'fado', 'choro', 'velha guarda']
HHC8jqreTpdWCkUC	['reggaeton', 'rap', 'pop', 'emo']
HHZPHKq7xyUmIcs0	['rock', 'new wave', 'pop', 'alternative rock', 'pop rock']
HHmFXqd7NtysJVVA	['classic rock', 'rock', 'hard rock', 'blues rock', 'progressive rock', 'blues', 'psychedelic rock', 'metal', 'british blues', 'alternative rock', 'album rock', 'folk rock', 'rock and roll']
HHs14V32PQ4wFE3q	['hardcore punk', 'punk', 'metal', 'hardcore', 'thrash metal', 'hard rock', 'rock', 'crossover thrash']
HHsVKrzhzUV7BL3Z	['rock', 'britpop', 'alternative rock', 'pop', 'piano rock', 'indie rock', 'pop rock', 'classic rock', 'soft rock', 'progressive rock', 'easy listening', 'new wave', 'ambient']
HI0wjP2jDgpsgBFi	['electropop', 'dance pop', 'psychedelic pop']
HISv7m5hQHdmxOnh	['hardcore', 'j rock', 'j metal', 'metal', 'j core', 'j punk']
HIY8HrMJERO3wuJW	['pop', 'britpop', 'ska', 'indie pop', 'singer songwriter', 'funk', 'hip hop', 'rock', 'easy listening', 'comedy', 'soundtrack', 'reggae', 'rap', 'hip pop']
HIYsWC4lzWHy7o0U	['punk']
HIkZEXTfO16B1dbt	['rock', 'alternative rock', 'indie rock', 'hip hop', 'trap']
HIlRo75omh4hFvqg	['rock', 'new wave', 'classic rock', 'punk', 'post punk', 'pop', 'reggae', 'funk', 'metal', 'jazz', 'soul', 'soft rock', 'alternative rock', 'hard rock', 'power pop', 'pop rock', 'alternative pop rock', 'album rock', 'motown', 'britpop', 'ska', 'garage rock', 'glam rock']
HIrqVDxVRV88Los9	['blues', 'soul', 'soundtrack', 'singer songwriter']
HJGyJHM0q2ochKcR	['shoegaze', 'dream pop', 'ambient', 'alternative rock', 'indie rock', 'pop', 'post rock', 'rock', 'downtempo', 'noise pop', 'noise', 'lo fi', 'slowcore', 'psychedelic rock']
HJRPJSiV6kHJYfdY	['progressive rock', 'classic rock', 'rock', 'hard rock', 'progressive metal', 'art rock', 'pop', 'album rock']
HJTtKsIzSJ7vQsyj	['industrial', 'ebm', 'electro industrial', 'dark electro', 'synthpop']
HKfd502OPyX73yXS	['nu metal', 'alternative metal', 'metal', 'rock', 'alternative rock', 'hard rock', 'rap metal']
HLuFYBb5y8bPewNf	['new wave', 'rock', 'post punk', 'pop', 'classic rock', 'alternative rock', 'soundtrack', 'punk', 'indie rock', 'hard rock', 'pop rock', 'album rock', 'art rock', 'pop punk', 'synthpop', 'modern rock']
HMe5yFXsPDeoFNgW	['latin', 'pop', 'latin pop']
HMvRdVsvXUPwROWw	['shoegaze', 'alternative rock', 'emo', 'post punk', 'post hardcore', 'nu gaze']
HNU7899zG5nzMtpn	['celtic', 'folk', 'pop', 'ambient', 'new age', 'bagpipe']
HNV71xeWPAqbgA4X	['industrial metal', 'industrial', 'metal', 'rock', 'industrial rock', 'hard rock', 'alternative metal', 'anthem', 'german metal', 'ambient', 'deutschrock', 'nu metal', 'neue deutsche harte']
HNt7LbvduYYPp2O6	['alternative rock', 'rock', 'industrial', 'industrial rock']
HNtyxIUXmYmm82iO	['indie rock', 'rock', 'indie pop', 'alternative rock', 'indietronica']
HO1mUTuJqhESoA14	['pop', 'rock gaucho']
HOAprulYDELOIHOM	['eurodance', 'house', 'electronica', 'pop', 'techno', 'rock', 'funk', 'hard house', 'trance', 'europop', 'disco', 'jazz', 'soul', 'electro', 'acid jazz', 'progressive house', 'dance pop', 'hard trance']
HOCnll4AZXYFttEl	['synthpop', 'futurepop', 'ebm', 'industrial', 'dark electro', 'electronica', 'pop', 'electro', 'sleep', 'dark ambient']
HOLbh4e1G42yTYnV	['pop']
HOUdk6g5iprQPEj9	['folk', 'singer songwriter', 'downtempo', 'indie folk']
HOVkr6ZUpqlQwZVe	['pop', 'singer songwriter', 'easy listening', 'synthpop']
HOjBDfNmWrDizeBU	['hip hop', 'rap']
HOuCpq4aVMZq75V3	['hip hop', 'rap']
HPBhegHaYMiTi3oQ	['indie rock']
HPhvvFWThgnDS9Ow	['stoner rock', 'doom metal', 'drone', 'drone metal', 'noise', 'metal', 'experimental', 'post rock', 'avant garde', 'psychedelic rock', 'stoner metal', 'dark ambient', 'drone rock']
HPj9gnHpnVUcKZoD	['indie pop', 'indie rock', 'pop', 'rock', 'afrobeat']
HPokTuEbm1cORTgi	['dream pop', 'shoegaze', 'experimental', 'rock', 'alternative rock', 'ambient', 'post punk', 'ethereal wave', 'electronica', 'pop', 'indie pop', 'post rock', 'britpop', 'avant garde', 'lo fi', 'electronic rock']
HPwAhTFWKG1yWI96	['rock', 'post hardcore', 'emo', 'pop punk', 'punk', 'alternative rock', 'alternative metal', 'pop', 'hard rock', 'post punk']
HQKk4LHWfVRhYni0	['worship', 'gospel', 'contemporary gospel']
HQa5V1O42i5D3o8X	['rock', 'alternative rock', 'pop', 'grunge', 'christian rock', 'pop rock', 'soft rock', 'indie rock', 'hard rock', 'britpop', 'christian music', 'christian pop', 'chill out']
HRU3xfx9MdqpmuDN	['progressive rock']
HSwxznJgmXmkolxt	['folk', 'folk rock']
HSwzl8RzROk9bk0U	['country', 'country pop']
HSxUW3U2aP92vp0V	['post punk', 'new wave']
HTWnLMMRJD2F3pi4	['soul', 'neo soul', 'funk', 'r b', 'nu jazz', 'jazz', 'singer songwriter', 'quiet storm', 'smooth jazz']
HTqUzOe7SF1tWFh6	['metalcore', 'post hardcore', 'metal', 'hardcore', 'hardcore punk']
HTtXEboIINJP61TJ	['post punk', 'alternative rock', 'world']
HUHoiFsJ2EYTPozm	['singer songwriter', 'pop', 'rock', 'alternative rock', 'folk', 'acoustic rock', 'pop rock', 'trance', 'rap', 'indie rock', 'easy listening', 'soft rock', 'folk rock', 'background music']
HUMn0lBAF4fZCx5R	['rock', 'new wave', 'singer songwriter', 'reggae', 'classic rock', 'punk', 'jazz', 'pop', 'alternative rock', 'lounge', 'post punk', 'pub rock', 'metal', 'soul', 'indie rock', 'dub', 'power pop', 'progressive rock', 'vocal jazz', 'soft rock', 'funk', 'big band', 'pop punk', 'garage rock']
HUOSeI0YAPMQQbBz	['hard rock']
HVsxu5jJtOctRg0x	['pop', 'electropop', 'dubstep', 'dance pop', 'house', 'birthday']
HXEuhxzdy3pSATAS	['j rock', 'j punk', 'rock', 'punk', 'j indie', 'j pop', 'indie rock', 'emo', 'pop punk', 'anime']
HXR67d9mHNTVWMUq	['rap', 'indie rock', 'screamo', 'comedy', 'christian rock']
HXbh141P712MSpIW	['rock', 'alternative rock', 'indie rock', 'indie pop', 'pop rock']
HY4K8jujHC6M4kD2	['rock', 'indie pop', 'psychedelic rock', 'electronica', 'soul', 'pop rock']
