id	artist	song	album_name
HdJu7PoxTtfKBx8L	MAMAMOO	Sleep Talk	Wind flower (Japanese ver.)
HdKHmf7mPvcdDoKo	The Beatles	And Your Bird Can Sing - Remastered	Revolver (Remastered)
HdRzOHorMmu1z6Ey	Stormwarrior	Heading Northe	Heading Northe
HdavlfT9eh8AnBP8	Marissa Nadler	Your Heart Is a Twisted Vine	The Sister
HdfGEhOLhQplFaXf	Real Life	Face to Face	Best Of Real Life - Send Me An Angel
He4gktqB8B1QtrZY	Anathema	Release	A Fine Day to Exit (Remastered)
He8NPqGTttEp5ML0	Sharon Van Etten	Ask	Tramp (Deluxe Edition)
HfdShvYYaND0YQXH	Stone Temple Pilots	Big Bang Baby	Tiny Music...Songs From The Vatican Gift Shop
HffGKEWxY0phr0j1	Linda Martini	Amor combate	Linda Martini
HffkZfPm6YubV7py	Madonna	Future Lovers	Confessions on a Dance Floor
HffyNf2eyQXnch8S	Miss May I	Masses Of A Dying Breed	Monument
HgH7QiJvuNwt61DY	The Rolling Stones	Ride 'Em on Down	Blue & Lonesome
HgImdPHY2r03vbTh	Dinosaur Jr.	Keep The Glove	Bug
HgXTG8u7e6uVIw1r	The Rolling Stones	I Got the Blues	Sticky Fingers (Remastered)
Hh3X5VdG0HyJlfJh	The Sound of Arrows	Magic	Voyage
Hh5SXSJZKYHThZL1	Jeans	Estoy por el	Por Que Disimular
HhkNFzWHiGPft9UF	Michael Hurley	I Paint A Design	Wolfways
HhnTUIZ040LnpSZm	Billy Joel	The Longest Time	An Innocent Man
HiOOYaMzIukDXhGJ	Halsey	Alone (feat. Big Sean & Stefflon Don)	Alone (Feat. Big Sean & Stefflon Don)
HiaLsMh0qIaQS6uD	Toto	I'll Supply The Love	Toto
HjNcIoLpXC0ubhtR	Frank Sinatra	This Love of Mine	In The Wee Small Hours
Hja23XejDRzCMh8j	Jamiroquai	Superfresh	Automaton
HjaPVg5wI2XTgs8p	Red Hot Chili Peppers	Venice Queen	By the Way (Deluxe Edition)
HjbRxyJY5GjgLwwe	Banda Uó	Chorei	Motel
HjreHVvPSNMBouFW	Foster the People	Time to Get Closer	Sacred Hearts Club
Hk3AqQLxHHf4hzFE	Sinitta	So Macho	So Macho
Hk5Ytl8q2rhNOA2l	Bob Seger	Turn the Page	'Live' Bullet
HlPtmBkEZlBhSf4G	Destrophy	March of the Dreamless	The Way of Your World
HlToZrCJj1keR68M	Sia	The Girl You Lost to Cocaine	Some People Have REAL Problems
HlqTlQ8W3JUyq82h	Allie X	Prime	Collxtion I
Hlw6No4pkoMrwRTL	Animal Collective	Moonjock	Centipede Hz
HmAiZIhgpTQh2HtY	Raubtier	Panzarmarsch	Bestia Borealis
HmExSHehdZIfMIjM	Pavement	Texas Never Whispers	Slanted & Enchanted: Luxe & Reduxe
HmGwJU81FWVDhk8n	Disturbed	Saviour of Nothing	Evolution (Deluxe Edition)
Hmy4wBDNp0bXGKw0	Meg Myers	Numb	Take Me To The Disco
HoHfSKZqECRaUulG	Coil	Are You Shivering?	Пособие для начинающих: Глас сéребра
HoJktTVZrsaESEcq	Regina Spektor	Don't Leave Me (Ne me quitte pas)	What We Saw From The Cheap Seats (Deluxe Version)
HoiRjqhVT5ORnDlc	Marduk	Equestrian Bloodlust	Viktoria
HpW87BFVwbx37hJ2	Big Star	What's Going Ahn	Radio City
HrQe0a2FRIrI9nGB	McFly	The Ballad of Paul K	Wonderland
HrSHtDOUfOnwGtfZ	Sophie Ellis-Bextor	Starlight	Make a Scene
HrZQyMUA0enusyuh	Muse	Micro Cuts	Origin Of Symmetry
Hrt1XxrqUBNC4rCe	Chelsea Wolfe	Twin Fawn	Hiss Spun
Hseuo3G6TyErbkmt	Maroon 5	Won't Go Home Without You	It Won't Be Soon Before Long.
HshAaiNsDdV1W4nq	Rivermaya	214	Greatest Hits
HspJ8Jj1qzxRGmnS	Glass Animals	Season 2 Episode 3	How To Be A Human Being
HsrlGi96GhqIOYP3	Slaves	I Know a Lot of Artists	Beautiful Death
Hsx23Vh9yKm6u9uK	Hüsker Dü	Hardly Getting Over It	Candy Apple Grey
Ht4qhPvFoG95vSSj	Blur	Trailerpark	13
HtMiVTif4xBOl7Z1	Stereophonics	Rewind	Language.Sex.Violence.Other?
HuLLUXi64vQ7CAXY	The Flaming Lips	She Don't Use Jelly	Transmissions From The Satellite Heart
Hv6ngHoYoQ7a2y4l	St. Lucia	Closer Than This	St. Lucia
HvGB6O150EigRuUg	Beastie Boys	Time For Livin'	Check Your Head
HvTQ7OvawEiybkI2	Janet Jackson	Let's Wait Awhile	Control
HwMaTaDAFlt343D0	Chic	Everybody Dance	Chic (2018 Remaster)
Hwr2HshqIlBI18QT	Sting	We'll Be Together	Fields Of Gold - The Best Of Sting 1984 - 1994
HxpQhVmioGnpZS2M	Maanam	Boskie Buenos (Buenos Aires)	The Best Of Kora & Maanam Volume 1
Hy2tAz3KdCnbmbnn	Balthazar	Do Not Claim Them Anymore	Rats
Hy9v349PSF7EFSdu	Sorriso Maroto	Futuro Prometido	É Diferente
HykZH26WVAumpCBJ	Sufjan Stevens	Carlyle Lake	The Avalanche
HynFQ4U13zilq3QY	Antimatter	Conspire	Leaving Eden
HyoxywE7yukoAPlb	The Chemical Brothers	Galvanize	Push The Button
Hyq3XxfA3lTHui7n	Alicia Keys	If I Ain't Got You	The Diary Of Alicia Keys
Hzb24yos0SywoE7q	Big Time Rush	Big Time Rush	BTR
I0cmRe4fhW9xcI72	Eric Clapton	Call Me The Breeze	Eric Clapton & Friends - The Breeze (An Appreciation of JJ Cale)
I0zhO394AyEHaQwj	SONAMOO	Cushion	CUSHION
I1AW2OYx0QyxSToh	Paolo Nutini	White Lies	These Streets
I1IGV7Wc1zHSOqUI	New Kids on the Block	Step by Step	Step By Step
I1wSAAImrUdZPlY8	Blind Guardian	Prophecies	Beyond The Red Mirror
I21mOXfb1JV1lGhP	Sophie Zelmani	Going Home	Sing and Dance
I2iyxqTs2xM52tiL	Grace Jones	Corporate Cannibal	Hurricane
I4BXiPdZKgHy8TQR	Justin Bieber	Sorry - Latino Remix	Sorry (Latino Remix)
I5rjyHKrjkM0Yrmo	Metallica	Dyers Eve	...And Justice for All (Remastered)
I696LFToFrDdwsVd	Gala	Let a Boy Cry	Come Into My Life (The Album)
I6Ds6HkUVLrp7Nfb	Teenage Fanclub	Ain't That Enough	Songs From Northern Britain (Remastered)
I6GIwClrEQGcZ3Jg	Ozzy Osbourne	Waiting For Darkness	Bark At The Moon (Expanded Edition)
I6mkOwsy2Dmj2Wf2	Halsey	Empty Gold	Room 93
I7AAKjC2W0DHyDNB	Brave Girls	Memory	Rollin’
I7a0b4AepLH0BAeG	Kate Bush	And Dream of Sheep	Hounds Of Love
I7rmNdRgK0TOSHqv	Angels & Airwaves	The Adventure	We Don't Need To Whisper
I7xwlyqUByL76Wpu	The Allman Brothers Band	Midnight Rider	Idlewild South (Deluxe Edition Remastered)
I8SU45vFi1nwp1Kg	The Tallest Man on Earth	Dark Bird Is Home	Dark Bird Is Home
I9BMTaPegeZv1wli	Britney Spears	...Baby One More Time (Davidson Ospina Radio Mix)	...Baby One More Time (Digital Deluxe Version)
I9U9ILhMjeYNcsJi	Breakdown of Sanity	Bulletproof	Coexistence
I9b5WWVxaeMqu74N	Santigold	Run the Road	I Don't Want: The Gold Fire Sessions
I9h4t3rQ3KOzzBBn	Voivod	Into My Hypercube	Nothing Face
I9l8SRzEKhjU0zb4	Alice Cooper	No More Mr. Nice Guy	Billion Dollar Babies (Deluxe Reissue)
IAM3zYGj1mbCBXQn	Sarah McLachlan	U Want Me 2	Laws Of Illusion
IASfo4axUh64qRtW	Skylar Spence	Private Caller	Portals Summer II
IBGayRZ1KqrZhMhg	Paradis	Garde le pour toi	Recto Verso
IBJUGyMsKkARiQju	The Gathering	Eleanor	Mandylion
IBv5AMnqv7sLvd8T	Now, Now	Giants	Neighbors
IC3AMRdFGbAPSuJT	XXXTentacion	Moonlight	?
IC3kh9KgubfaGreg	Joni Mitchell	Black Crow	Hejira
IC70veAhCXIpesFV	Sepultura	Lookaway	Roots
ICANFOkGsYg3c0Qd	Yonaka	Fired Up	Don't Wait 'Til Tomorrow
ID5guBOAsko0CuLv	The Birthday Massacre	Walking With Strangers	Walking With Strangers
IDD6tfIaWcpzJcUJ	Bring Me the Horizon	Fresh Bruises	amo
IDpJcTw9UwxcDVDf	Cat Power	Free	You Are Free
IEpR30rm8TXQcc6X	Title Fight	YourEyeAh	The Last Thing You Forget
IFQSjlRDSQ6A1fun	The Strokes	Call It Fate, Call It Karma	Comedown Machine
IG0zzQPGgMEmxn98	Toy-Box	Best Friend	FanTastic
IGIqTBFpMc4MB9nr	Laura Pausini	Bendecida pasión	Escucha
IGnqkf2gu2hDGcrW	In Flames	Everything's Gone	Siren Charms
IGrNQ2t0Ei2Pnxk9	Samsara Blues Experiment	For the Lost Souls	Long Distance Trip
IHYVIAJekfJIWGUr	Car Seat Headrest	Sober To Death	Twin Fantasy
IHsW6UmhOf5b6jqQ	Trivium	The Darkness of My Mind	Silence In The Snow (Special Edition)
IICZC7cnZUeEKMPX	Porcupine Tree	The Sleep of No Dreaming	Signify (Remaster)
IIUpIaQwrQJCTbJP	The All-American Rejects	Top of the World	Move Along
IIs72wE6hB8vxGJG	Chaka Khan	Clouds	Naughty
IJRAwAzkGuhgTduQ	Scars on Broadway	Whoring Streets	Scars on Broadway
IJRqAdaBcOo7tdJK	Rod Stewart	Baby Jane	Body Wishes
IJWWeCxo5CuF61mu	Dinosaur Jr.	Mind Glow	Without a Sound
IK93ecGjUDNfsYfw	Islands	Swans (Life After Death)	Return to the Sea (10th Anniversary Remaster)
IK9KHxOZnIUWWTRO	Muse	The 2nd Law: Isolated System	The 2nd Law
IKEsVgEXFbIw7xc0	East 17	House Of Love	Walthamstow
ILZwDeBWWOKmB5RL	Julee Cruise	Questions in a World of Blue	Twin Peaks: Fire Walk With Me - Soundtrack
IMRf1iAmWJYrIXUW	Chiodos	Baby, You Wouldn't Last a Minute on the Creek	All's Well That Ends Well
IMkpdhuKVg5LFm47	Embrace	All You Good Good People	The Good Will Out (Live At The Roundhouse)
INASmEmlcpk1LB6J	Mercury Rev	Snorry Mouth	Boces
INDWvz0mN8kSiuUR	Jane Birkin	Harvest moon	Fictions
INjyVySnnbPSOipv	The Cure	The Holy Hour	Faith
IO05MYQDzedyruwW	Aerosmith	I Don't Want to Miss a Thing	Armageddon - The Album
IOGsdEI1GMKwtjHU	The Smiths	London	Louder Than Bombs
IOH8JtmWvmXusEv9	Diana Krall	Just The Way You Are	Live In Paris
IOM7IZaDjlP8w8pm	Eraserheads	Spoliarium	Sticker Happy
IOT0F3NjNOsxT7rn	Motörhead	Bad Woman	Bastards
IOotPvHBXmjUyAuj	Vreid	The Dead White	Lifehunger
IPLLLRmjz4b5qy41	Mariah Carey	Lullaby	Charmbracelet
IPnJezdM2MJkcnjz	The White Stripes	We're Going to Be Friends	White Blood Cells
IQ9ezY4QoXoRcDsZ	Shirley Bassey	Diamonds Are Forever	Let Me Sing And I'm Happy
IRADX2ZnCgKJlryG	La Dispute	Such Small Hands	Somewhere at the Bottom of the River Between Vega and Altair (10th Anniversary)
IREfpmUamciqHH8x	All Time Low	Kids in the Dark	Future Hearts
IRk9srlxiJg9Gf1q	War	The Cisco Kid	The Hits
IRy8HGshzYaYPmt8	Red Hot Chili Peppers	Factory of Faith	I'm with You
IS7czHc804x9Os86	Years & Years	Sanctify	Sanctify
ISH3Weh5lSybSTNb	Wings	Silly Love Songs	Wings At The Speed Of Sound
ISNATR0AI3EGe2a8	Thompson Square	Are You Gonna Kiss Me or Not	Thompson Square
ISNlLeHquvqSE6IB	Elis Regina	Olhos Abertos	Elis
ITTVzONdANBPueNW	Ray Parker, Jr.	Ghostbusters	Arista Heritage Series: Ray Parker
IVDSXkSWMOTFJDte	Paul McCartney	The Back Seat of My Car	RAM (Special Edition)
IW78SR7pLUMxhLwo	Einherjer	Spre Vingene	Spre Vingene
IWFOSAt5uDtoXWen	Little Mix	Love Me Like You	Get Weird (Deluxe)
IWFocO8KX6B7trre	Blondie	Sound-A-Sleep	Eat To The Beat
IWOU9aDMsNBfngem	The Starting Line	Left Coast Envy	Say It Like You Mean It
IWiTV0udF3bn6MbZ	Dr. Dog	Ain't It Strange	We All Belong
IWljtlDfIjJHuMkn	The 1975	Antichrist	The 1975 (Deluxe Version)
IXGvK0g5FeYAvXRe	Super Junior	Thank You	돈돈! Don't Don
IXgqaSjAw8Sxjavv	Meat Loaf	Read 'Em and Weep	Dead Ringer
IXoFHibXjFQDfqne	Grimes	Pin	Art Angels
IYECU4Jz8rtUgT5M	Olympic Ayres	Magic	Episode III
IYZSS2Q4LKAnqtHF	Yes	Hold On	90125 (Deluxe Version)
IZ1rc0h8tX6HB1fa	Snow Patrol	I Won't Let You Go	Divergent: Original Motion Picture Soundtrack
IZFBHczCyn3ymAAF	Valeria Rossi	Tre parole	Tre parole
IZGWigGysL1JXt9n	Alice in Chains	Sea of Sorrow	Facelift
IZrkmupix59joCZV	Beartooth	Hated	Aggressive
Ia23TD3BpitV8EMk	The Clash	Wrong 'Em Boyo	London Calling
Ia6XXjFbkZ7UnTtI	Leila Pinheiro	Catavento e Girassol	Identidade - Leila Pinheiro
IaUNDt4bbBuoFlv8	The Who	My Generation	My Generation
IbF5g824fUGFmmGv	Cradle of Filth	Gabrielle	Nymphetamine
IbV8LRg2aVUp1Ndu	Anna Ternheim	What Remains?	The Night Visitor
IdJaVPfRHFTwXQHs	The Runaways	Midnight Music	Queens Of Noise
IdJwJFcOrajx3IsY	Alcest	Opale	Shelter (Deluxe Edition)
IdYbnTJjg8X6XZCb	AFI	Summer Shudder	DECEMBERUNDERGROUND
IdsR1TxLQhzmuUhE	iamamiwhoami	rascal	Kin
Idv9k9IknbC8k4Be	Maanam	Wyjątkowo zimny maj	Derwisz I Aniol [2011 Remaster]
IeuiJpUAl8buRXq3	Saliva	Rest In Pieces	Back Into Your System
IfFwLGCQOMsKMLws	All Saints	Chick Fit	Studio 1
IfVyqTqh9JItSLwn	Magnolia Electric Co.	Hard to Love a Man	What Comes After The Blues
IfaMBUmXH99koKX1	Solitude Aeturnus	Transcending Sentinels	Into the Depths of Sorrow
IfzUCPGl3FqcGUBq	Savatage	Edge of Thorns	Edge Of Thorns
IgDYP5D6FTxYIilQ	Foster the People	Harden the Paint	Sacred Hearts Club
IgPZUO4D8A3wfbNq	Age of Consent	Heartbreak	Heartbreak
IhKgcuC2UaLuQmt4	Stone Sour	Unfinished	Audio Secrecy
IiKMWlJ4N1MvBpHc	Lorde	Ribs	Pure Heroine
IjZP68t2X4AEp0Uo	Sonic Youth	Stereo Sanctity	Sister
IjlbwUffegSj0yRR	Ciara	Give Me Love	Jackie (Deluxe)
IkoyTQVaoHaFl0Hs	Björk	Headphones	Post
Il4JempJ0dxcVphD	Mallu Magalhães	Te Acho Tão Bonito	Mallu Magalhães
Il8pYMkVOzSfB7FK	Blue Hawaii	Sierra Lift	Untogether
IlISBupzO6E4cjhF	Hunters & Collectors	Throw Your Arms Around Me	Human Frailty
IlJ0fymO6h1xpnSl	The Saints	(I'm) Stranded	Know Your Product - The Best Of The Saints
Imikr1wOiivWcNqF	Nina Nesbitt	Stay Out	Peroxide (Deluxe)
ImzgBstlakeZ3VqT	Foetus	The Throne of Agony	Nail
IoG0A576aYJtKAor	Gorillaz	El Mañana	Demon Days
IoW74CznJ2rRZNid	Lush	Superblast!	Spooky
IpJ1aktgYIvbyqQf	Robyn	Just Another Girlfriend	Robyn Is Here
Iphy6dJtI3BO8sxV	The Wombats	Flowerball	Glitterbug (Deluxe Version)
IqAF1BoOfSefzaRE	Charli XCX	Secret (Shh)	Vroom Vroom EP
IqjIQgtLEt5qBwS7	KWAYE	Lost In My Boots	Lost In My Boots
IqlKRyUls9HRzDI2	No Use for a Name	For Fiona	Keep Them Confused
IqurtC1PyvVOEfyc	Lebanon Hanover	Kunst	The World Is Getting Colder
Ir48Mv65qQZJIKum	Dance Gavin Dance	The Cuddler	Instant Gratification
IrS0oGml5voPOJmI	Big Star	Life Is White	Radio City
IrUpJueVJsUdav7c	Pitbull	Feel This Moment (feat. Christina Aguilera)	Global Warming: Meltdown (Deluxe Version)
IrYTRNMnlfPeMrgF	Kent	Spökstad	B-sidor 95 - 00
IsTO1rHFpSE93xls	Alicia Keys	The Gospel	HERE
IsckJ2ZfWds1Uuaw	Panic! at the Disco	Say Amen (Saturday Night)	Pray for the Wicked
IskjrPr0ynMp4cx5	Radiohead	Bloom (Harmonic 313 rmx)	TKOL RMX 1234567
It2Fuj0H55jIZ70w	Big Black	Passing Complexion	Atomizer (Remastered)
ItP6s6OjZoDQAZv7	Blanco White	Olalla	Nocturne EP
Itah1m1jjfddZ3KW	Alanis Morissette	One	Supposed Former Infatuation Junkie
ItcHBWbkwi2pGYHl	Dark Tranquillity	Lost to Apathy	Character
Iu8G75bCsdyXIiIe	Ney Matogrosso	As Rosas Não Falam	Ney Matogrosso Interpreta Cartola
IuUENboGSuiIEv7L	Timbaland	If We Ever Meet Again	Shock Value II
Iuhks3A29ILq2vPK	Band of Horses	Cigarettes, Wedding Bands	Cease To Begin
IuxPusyYqR6pgBVi	Michael Jackson	Don't Be Messin' 'Round	Bad 25th Anniversary
IvFtcAajHxKWNl7x	Type O Negative	Green Man	October Rust [Special Edition]
IvHhVfeLHHkXZkYy	Johnny Marr	Generate! Generate!	The Messenger
IvgK80LY0sPNGQ1Z	Leprous	From The Flame	Malina
Ivo533TRW0wOSCVa	Sam Smith	Money on My Mind	In The Lonely Hour
Iw8bla6TJka0DIj4	Mars Red Sky	Way to Rome	Mars Red Sky
IwJqsfasgWY6fuzB	S.E.S.	Hush	Remember - S.E.S. 20th Anniversary Special Album
IxIPTPX3dHjcu7wd	Motörhead	Sweet Revenge	Bomber (Deluxe Edition)
IxUm8yXiNoUlMF0z	Deep Purple	Kentucky Woman	The Book Of Taliesyn
IyrBv52tBJ9dJ9Np	Dan Hartman	Relight My Fire	Relight My Fire (Expanded Edition)
Iz3HIraw5b7cSakg	Michelle Branch	Best You Ever	Hopeless Romantic
IzKHjfYt2CKntjM5	Silversun Pickups	Little Lover's So Polite	Carnavas
IzjhgQM7sx90p4hY	Jon Bellion	The Internet	Glory Sound Prep
J0hEEq8t5gQBE1Qq	Devendra Banhart	Lazy Butterfly	Cripple Crow
J17PrWqslmLLWQCW	Cocteau Twins	Ice-Pulse	Lullabies To Violaine - Volume 2
J1BcJsw4HY1oNZcg	Psychic TV	Just Drifting	Force the Hand of Chance (Expanded Edition)
J1HdTgTv3y3X3Bpn	Iron Maiden	These Colours Don't Run	A Matter of Life and Death (2015 - Remaster)
J2BC90nYa1vXXA3Z	Stratovarius	Eagleheart	Elements, Pt. 1 & 2 (Complete Edition)
J2k6oeSLcl5zVLrl	Pianos Become the Teeth	Bloody Sweet	Wait For Love
J2qgaMi0rni5UiqE	Chico Buarque	Você Não Sabe Amar	Sinal Fechado
J3Y3E5wh2TcJcUGM	Steel Panther	Death To All But Metal	Feel The Steel
J464UsbETO5U93XQ	Coldplay	Lost!	Viva La Vida or Death and All His Friends
J4onmjAmjdnYYbpX	The Faint	Southern Belles In London Sing	Wet From Birth
J4qqLvEwUxj4SPSK	Dead Can Dance	Severance	The Serpent's Egg (Remastered)
J4tliEfj7ogauZGq	Taylor Dayne	Love Will Lead You Back	Can't Fight Fate (Expanded Edition)
J56Qp38uguB9wmGQ	Silversun Pickups	Catch and Release	Swoon
J6B2XXyqh2snCI6N	Phantogram	When I'm Small	Eyelid Movies
J6KorzpkWE56tlaj	George Ezra	Get Lonely with Me	Cassy O' (EP)
J7GaCWcBilv9MRbj	Paloma Faith	Crybaby	Crybaby
J7ks4R4hI0gmCoQK	Kansas	Sparks of the Tempest	Point Of Know Return
J7mWO4HVxxg1FPoB	Meat Puppets	New Gods	II
J7xJbLHBZUsI5FBo	Neurosis	Left to Wander	The Eye of Every Storm
J89nEOn26c2neatP	Melanie C	The Sea	The Sea
J8SZUCpRLL5XX2NO	Him	Death is In Love With Us	Razorblade Romance (Deluxe Re-Mastered)
J8ZR59043cnSLLzf	Brooke Fraser	Shadowfeet	Albertine
J9rw6IwjeLXnlv0B	Creed	With Arms Wide Open	Human Clay
JA1tWKcLysuUi2nl	Sky Ferreira	Ghost	Ghost
JAfivnJ1mwTcYJnN	Vanessa Paradis	L'Incendie	Divinidylle
JAiOQJnyThSmNPfQ	Delain	Your Body Is a Battleground (Orchestra version)	The Human Contradiction (Deluxe Edition)
JCKd93BKMRpu90P1	Daya	New	New
JCYADEbn7MkX75jk	Nina Nesbitt	Peroxide	Peroxide (Deluxe)
JCnJpN2RFUxKN0MS	Christina Aguilera	Light Up the Sky	Lotus (Deluxe Version)
JCoVLNWgRrFWoVo5	Block B	SHALL WE DANCE	Re:MONTAGE
JCrvfeyS9BBlzkx2	Savatage	He Carves His Stone	Edge Of Thorns
JCtARltiR2E8XKW6	Jewel	2 Become 1	0304
JDczWJmb7UM3ckEl	Rebecca Ferguson	Shoulder to Shoulder	Heaven
JDhJpF21zvCt7p8z	Three Days Grace	Burn	Three Days Grace (Deluxe Version)
JDsoWkzLlQcX1a6z	Guided by Voices	Evil Speakers	Alien Lanes
JE3oW0laLeVRypni	Primus	Welcome To This World	Pork Soda
JEkKwAd83RlIWEDH	The Allman Brothers Band	Soulshine	Where It All Begins
JFWPrDh8rnlAh8bG	The Starting Line	Leaving	Say It Like You Mean It
JGkgo4pzrEzCGgJu	Fall Out Boy	Dance, Dance	From Under The Cork Tree
JGvJv1t55RMY99Sw	Golden Boy with Miss Kittin	Rippin Kittin	Electronic New Pop & Wave
JGxjtyllaWOPM2k7	Mariah Carey	Looking In	Daydream
JH3YsoRYc8mhuhRe	Beyond Creation	L'Exorde	Earthborn Evolution
JHIOJkd41sGXo1rX	The Magnetic Fields	100,000 Fireflies	The Wayward Bus / Distant Plastic Trees (Remastered)
JI4R311zk7EcLKfA	Drop Dead, Gorgeous	Dressed for Friend Requests	In Vogue
JIBOxdlkdZZ040qG	Maria Bethânia	Volta Por Cima	Drama
JIDFnCIilxuRyLOP	Judas Priest	Angel	Angel Of Retribution
JJ75FJUIJsUtFGII	The Pineapple Thief	Take Your Shot	Your Wilderness
JJL19EmBDQ53vZRx	The Darkness	Givin' Up	Permission To Land
JKCmNj7TVqzqeZgL	Rome	Neue Erinnerung	Masse Mensch Material
JKP0GoTwxdKZuz1H	Enter Shikari	Myopia	The Mindsweep
JKTAje1QHzhJ9rRA	Leaves' Eyes	To France	Meredead
JKvzTjlCozeMgeLt	Devo	Working in the Coal Mine	Greatest Hits
JKxDOWvm2dwbxVGd	Pulp	Lipgloss	His N Hers
JLJS9OAC2UnkSSUO	Moby	Flower	Play & Play: B Sides
JLVkZ9WS2R8EZpbd	Biel	Química	Juntos Vamos Além
JLuFzGN2uBDXgX8c	Audio Bullys	Shot You Down	Generation
JN33kqbIFTxj59o6	Creedence Clearwater Revival	Molina	Pendulum
JNCzAwfl4GuwIfEv	Hunter	Labirynt Fauna	Hellwood
JNI1K9oqtFVFv5Fz	Imagine Dragons	My Fault	Night Visions (Deluxe)
JNZtsWRjE4Qkcvz0	Children of Bodom	Deadnight Warrior	Something Wild
JOXJtqBv7ptLmaK3	Breaking Benjamin	What Lies Beneath	Dear Agony
JP07B6JyIek40VBe	Two Door Cinema Club	Talk	Tourist History
JPOLE03VfYw9GZyc	Robyn	Fembot	Body Talk
JPsmDQxA0w7XK6AC	Hot Chocolate	Every 1's a Winner	Every 1's a Winner
JQnyjFdlaX5xppOg	Jack Johnson	Shot Reverse Shot	From Here To Now To You
JQrTrUMkS8bRWAB5	Camera Obscura	Forests And Sands	My Maudlin Career
JRrgrwMPTMsaJviI	Elvis Presley	Hard Headed Woman	King Creole
JRuPnRxEDYskDW0Y	Christina Aguilera	America	Served Like a Girl (Music from and Inspired by the Documentary Film)
JSFTvYmVLrNUrkzc	Mariah Carey	Clown	Charmbracelet
JSW7OaMUVh17yN8J	Michael Jackson	The Way You Make Me Feel	Bad 25th Anniversary
JSaX8fVllx7DBjp6	The Amity Affliction	O.M.G.I.M.Y.	This Could Be Heartbreak
JT4j4AEG4zHM5Fjv	Mudvayne	A Cinderella Story	The New Game
JTXTvbsOXDPPnLhz	Ellie Goulding	Lights (Single Version)	Lights
JTw1BY0bXyVllPs7	Heidevolk	Nehalennia	Uit Oude Grond
JUFuEePEQX3FDtIu	Texas	Say What You Want	The Greatest Hits
JUJb5JuKOzW6LTLA	Azealia Banks	Desperado	Broke with Expensive Taste
JUWHRdg6KEa5VqqK	Alice in Chains	Scalpel	The Devil Put Dinosaurs Here
JW5pCyikNCfC7Vhz	Calvin Harris	Disco Heat	I Created Disco
JWd9M2zhKJmw8TGW	Jan Hammer Group	Don't You Know	Melodies
JWqbx0nZw7mDG1KT	Dinosaur Jr.	Rude	I Bet On Sky
JXaPIpmkuyTKfj4K	Electric Light Orchestra	Sorrow About to Fall	Balance of Power
JY8t7eR98mvg1sRm	The Ocean	Bathyalpelagic I: Impasses	Pelagial
JYqWATub20g3NQbx	Kult	Tan	Tan
JZMBdjivuyaMVfUx	Box Car Racer	I Feel So	Box Car Racer
JZqEL5gvS3LB87bk	Jennifer Lopez	Girls	Girls
JcIMcoRtsatlzUMi	The Allman Brothers Band	Stormy Monday	At Fillmore East
JcOVg66FDJvUgBwQ	Sandy & Junior	Desperdiçou	Identidade
JcPYe64ekCPq4w2z	Mastodon	Creature Lives	The Hunter
JcTVxXe2eNRCinki	Strawberry Switchblade	Go Away	Strawberry Switchblade
Jcoule2iddCkTjfE	The Romantics	Talking in Your Sleep	In Heat
JcuOAa2ToKyzlfF3	Funeral for a Friend	Monsters	Hours
JdtXJ4aJLn7Y9uhF	Chapterhouse	Falling Down	Whirlpool (Expanded Edition)
JeSUUkbI3jczK2zP	Alabama Shakes	Gimme All Your Love	Sound & Color
Jf4admhx750q0aBD	Rita Lee	Erva Venenosa	Multishow Ao Vivo
Jf7Qf5aeWWKZMIEB	Kult	Niejeden	Made In Poland
JfyymS9vUpaSsdXY	Louisy Joseph	Assis par terre	Assis par terre
Jg70avqjQzazOZXs	Carly Rae Jepsen	Sweet Talker	Tug Of War
JgNySFr2atCUPoIu	Hombres G	Un Par De Palabras	30 años y un día
JgWAdb5K94ubNTs8	Insomnium	The Primeval Dark	Shadows of the Dying Sun
Jgb6rHGPBGMa7Woq	Orden Ogan	Fields Of Sorrow	Gunmen
Jge28cnQXYabhHlF	Cannibal Corpse	She Was Asking For It	The Bleeding
JguLUPgU2ccwf1in	Cocteau Twins	Half-Gifts	Milk & Kisses
Jh7PmoE0l4bGy0Ne	Eels	Blinking Lights (For Me)	Blinking Lights and Other Revelations
JhHZ8Sr8RMFb4OsV	blink-182	Dick Lips	Dude Ranch
Jhppol79SR16qvAY	Sean Paul	Give It Up to Me	The Trinity
Ji8u995TgADdFYcb	Ween	Cold Blows the Wind	The Mollusk
JjDd7iPCeks0Ze4B	Zara Larsson	One Mississippi	So Good
JjGqwBkjtdTGx16P	Blanco White	Colder Heavens	Colder Heavens EP
JjoMNkhcO5Ejp1A1	Depeche Mode	Going Backwards	Spirit (Deluxe)
JkUaZmmCrk8tsNju	Pixies	Classic Masher	Head Carrier
JkgsHdGZxqfv6c0L	Muse	Sunburn	Showbiz
Jl1NUEHCScEz96rJ	La Roux	Cover My Eyes	La Roux
JlkdYV1tueKwaHxe	Adriana Calcanhotto	Mentiras	Senhas
JmUsPmSi21UnjatB	Blur	Caramel	13
JnUzsams6T45Qku6	ionnalee	GONE	EVERYONE AFRAID TO BE FORGOTTEN
JngNLBEfE7O3Rpkc	Don Broco	Whole Truth	Priorities
